"location","year","sex","total"
"Singapore",2006,"female",141
"Singapore",2006,"male",231
"Singapore",2007,"female",131
"Singapore",2007,"male",197
"Singapore",2008,"female",112
"Singapore",2008,"male",207
"Singapore",2009,"female",114
"Singapore",2009,"male",235
"Singapore",2010,"female",99
"Singapore",2010,"male",197
"Singapore",2011,"female",111
"Singapore",2011,"male",197
"Singapore",2012,"female",149
"Singapore",2012,"male",243
"Singapore",2013,"female",112
"Singapore",2013,"male",245
"Singapore",2014,"female",105
"Singapore",2014,"male",250
"Singapore",2015,"female",111
"Singapore",2015,"male",218
"Slovakia",1992,"female",142
"Slovakia",1992,"male",654
"Slovakia",1993,"female",116
"Slovakia",1993,"male",622
"Slovakia",1994,"female",108
"Slovakia",1994,"male",583
"Slovakia",1995,"female",126
"Slovakia",1995,"male",609
"Slovakia",1996,"female",106
"Slovakia",1996,"male",566
"Slovakia",1997,"female",106
"Slovakia",1997,"male",524
"Slovakia",1998,"female",88
"Slovakia",1998,"male",585
"Slovakia",1999,"female",102
"Slovakia",1999,"male",590
"Slovakia",2000,"female",135
"Slovakia",2000,"male",594
"Slovakia",2001,"female",112
"Slovakia",2001,"male",580
"Slovakia",2002,"female",100
"Slovakia",2002,"male",617
"Slovakia",2003,"female",105
"Slovakia",2003,"male",648
"Slovakia",2004,"female",112
"Slovakia",2004,"male",564
"Slovakia",2005,"female",95
"Slovakia",2005,"male",584
"Slovakia",2006,"female",0
"Slovakia",2006,"male",0
"Slovakia",2007,"female",0
"Slovakia",2007,"male",0
"Slovakia",2008,"female",83
"Slovakia",2008,"male",508
"Slovakia",2009,"female",58
"Slovakia",2009,"male",543
"Slovakia",2010,"female",92
"Slovakia",2010,"male",539
"Slovakia",2012,"female",72
"Slovakia",2012,"male",499
"Slovakia",2013,"female",83
"Slovakia",2013,"male",533
"Slovakia",2014,"female",83
"Slovakia",2014,"male",471
"Slovenia",1995,"female",129
"Slovenia",1995,"male",435
"Slovenia",1996,"female",142
"Slovenia",1996,"male",465
"Slovenia",1997,"female",120
"Slovenia",1997,"male",473
"Slovenia",1998,"female",135
"Slovenia",1998,"male",477
"Slovenia",1999,"female",137
"Slovenia",1999,"male",453
"Slovenia",2000,"female",155
"Slovenia",2000,"male",433
"Slovenia",2001,"female",122
"Slovenia",2001,"male",459
"Slovenia",2002,"female",107
"Slovenia",2002,"male",433
"Slovenia",2003,"female",122
"Slovenia",2003,"male",440
"Slovenia",2004,"female",142
"Slovenia",2004,"male",370
"Slovenia",2005,"female",112
"Slovenia",2005,"male",391
"Slovenia",2006,"female",114
"Slovenia",2006,"male",415
"Slovenia",2007,"female",99
"Slovenia",2007,"male",335
"Slovenia",2008,"female",84
"Slovenia",2008,"male",324
"Slovenia",2009,"female",97
"Slovenia",2009,"male",350
"Slovenia",2010,"female",78
"Slovenia",2010,"male",336
"Slovenia",2011,"female",88
"Slovenia",2011,"male",347
"Slovenia",2012,"female",80
"Slovenia",2012,"male",360
"Slovenia",2013,"female",86
"Slovenia",2013,"male",360
"Slovenia",2014,"female",63
"Slovenia",2014,"male",325
"Slovenia",2015,"female",90
"Slovenia",2015,"male",332
"South Africa",1996,"female",30
"South Africa",1996,"male",113
"South Africa",1997,"female",22
"South Africa",1997,"male",82
"South Africa",1998,"female",43
"South Africa",1998,"male",137
"South Africa",1999,"female",60
"South Africa",1999,"male",219
"South Africa",2000,"female",58
"South Africa",2000,"male",209
"South Africa",2001,"female",72
"South Africa",2001,"male",312
"South Africa",2002,"female",47
"South Africa",2002,"male",189
"South Africa",2003,"female",63
"South Africa",2003,"male",193
"South Africa",2004,"female",89
"South Africa",2004,"male",294
"South Africa",2005,"female",101
"South Africa",2005,"male",357
"South Africa",2006,"female",97
"South Africa",2006,"male",417
"South Africa",2007,"female",104
"South Africa",2007,"male",313
"South Africa",2008,"female",95
"South Africa",2008,"male",346
"South Africa",2009,"female",92
"South Africa",2009,"male",280
"South Africa",2010,"female",94
"South Africa",2010,"male",299
"South Africa",2011,"female",75
"South Africa",2011,"male",283
"South Africa",2012,"female",114
"South Africa",2012,"male",373
"South Africa",2013,"female",120
"South Africa",2013,"male",467
"South Africa",2014,"female",121
"South Africa",2014,"male",459
"South Africa",2015,"female",105
"South Africa",2015,"male",377
"Spain",1985,"female",685
"Spain",1985,"male",1829
"Spain",1986,"female",723
"Spain",1986,"male",2032
"Spain",1987,"female",787
"Spain",1987,"male",2017
"Spain",1988,"female",810
"Spain",1988,"male",2150
"Spain",1989,"female",774
"Spain",1989,"male",2213
"Spain",1990,"female",804
"Spain",1990,"male",2135
"Spain",1991,"female",777
"Spain",1991,"male",2139
"Spain",1992,"female",682
"Spain",1992,"male",2104
"Spain",1993,"female",754
"Spain",1993,"male",2283
"Spain",1994,"female",742
"Spain",1994,"male",2429
"Spain",1995,"female",749
"Spain",1995,"male",2408
"Spain",1996,"female",869
"Spain",1996,"male",2451
"Spain",1997,"female",847
"Spain",1997,"male",2526
"Spain",1998,"female",762
"Spain",1998,"male",2499
"Spain",1999,"female",809
"Spain",1999,"male",2411
"Spain",2000,"female",819
"Spain",2000,"male",2575
"Spain",2001,"female",759
"Spain",2001,"male",2430
"Spain",2002,"female",817
"Spain",2002,"male",2555
"Spain",2003,"female",828
"Spain",2003,"male",2650
"Spain",2004,"female",857
"Spain",2004,"male",2651
"Spain",2005,"female",829
"Spain",2005,"male",2570
"Spain",2006,"female",735
"Spain",2006,"male",2512
"Spain",2007,"female",801
"Spain",2007,"male",2463
"Spain",2008,"female",781
"Spain",2008,"male",2676
"Spain",2009,"female",763
"Spain",2009,"male",2666
"Spain",2010,"female",690
"Spain",2010,"male",2468
"Spain",2011,"female",745
"Spain",2011,"male",2435
"Spain",2012,"female",815
"Spain",2012,"male",2724
"Spain",2013,"female",960
"Spain",2013,"male",2913
"Spain",2014,"female",973
"Spain",2014,"male",2938
"Spain",2015,"female",923
"Spain",2015,"male",2681
"Sri Lanka",1985,"female",1730
"Sri Lanka",1985,"male",3938
"Sri Lanka",1986,"female",1491
"Sri Lanka",1986,"male",3854
"Sri Lanka",1996,"female",1170
"Sri Lanka",1996,"male",3728
"Sri Lanka",1997,"female",1497
"Sri Lanka",1997,"male",4390
"Sri Lanka",1998,"female",1312
"Sri Lanka",1998,"male",4206
"Sri Lanka",1999,"female",1348
"Sri Lanka",1999,"male",4271
"Sri Lanka",2000,"female",1293
"Sri Lanka",2000,"male",3959
"Sri Lanka",2001,"female",1008
"Sri Lanka",2001,"male",3582
"Sri Lanka",2002,"female",917
"Sri Lanka",2002,"male",3465
"Sri Lanka",2003,"female",934
"Sri Lanka",2003,"male",3533
"Sri Lanka",2006,"female",898
"Sri Lanka",2006,"male",3117
"Suriname",1985,"female",22
"Suriname",1985,"male",58
"Suriname",1986,"female",12
"Suriname",1986,"male",30
"Suriname",1987,"female",12
"Suriname",1987,"male",40
"Suriname",1988,"female",17
"Suriname",1988,"male",32
"Suriname",1989,"female",12
"Suriname",1989,"male",41
"Suriname",1990,"female",4
"Suriname",1990,"male",22
"Suriname",1991,"female",22
"Suriname",1991,"male",35
"Suriname",1992,"female",13
"Suriname",1992,"male",35
"Suriname",1995,"female",13
"Suriname",1995,"male",42
"Suriname",1996,"female",4
"Suriname",1996,"male",17
"Suriname",1997,"female",11
"Suriname",1997,"male",21
"Suriname",1998,"female",8
"Suriname",1998,"male",21
"Suriname",1999,"female",15
"Suriname",1999,"male",34
"Suriname",2000,"female",14
"Suriname",2000,"male",38
"Suriname",2001,"female",16
"Suriname",2001,"male",56
"Suriname",2002,"female",21
"Suriname",2002,"male",48
"Suriname",2003,"female",19
"Suriname",2003,"male",58
"Suriname",2004,"female",18
"Suriname",2004,"male",49
"Suriname",2005,"female",12
"Suriname",2005,"male",60
"Suriname",2006,"female",28
"Suriname",2006,"male",84
"Suriname",2007,"female",32
"Suriname",2007,"male",87
"Suriname",2008,"female",34
"Suriname",2008,"male",113
"Suriname",2009,"female",32
"Suriname",2009,"male",99
"Suriname",2010,"female",42
"Suriname",2010,"male",94
"Suriname",2011,"female",32
"Suriname",2011,"male",95
"Suriname",2012,"female",33
"Suriname",2012,"male",100
"Suriname",2013,"female",34
"Suriname",2013,"male",97
"Suriname",2014,"female",36
"Suriname",2014,"male",92
"Sweden",1987,"female",464
"Sweden",1987,"male",1077
"Sweden",1988,"female",492
"Sweden",1988,"male",1098
"Sweden",1989,"female",457
"Sweden",1989,"male",1122
"Sweden",1990,"female",451
"Sweden",1990,"male",1020
"Sweden",1991,"female",447
"Sweden",1991,"male",1036
"Sweden",1992,"female",419
"Sweden",1992,"male",936
"Sweden",1993,"female",417
"Sweden",1993,"male",956
"Sweden",1994,"female",395
"Sweden",1994,"male",929
"Sweden",1995,"female",412
"Sweden",1995,"male",936
"Sweden",1996,"female",381
"Sweden",1996,"male",872
"Sweden",1997,"female",344
"Sweden",1997,"male",857
"Sweden",1998,"female",349
"Sweden",1998,"male",882
"Sweden",1999,"female",358
"Sweden",1999,"male",862
"Sweden",2000,"female",329
"Sweden",2000,"male",802
"Sweden",2001,"female",364
"Sweden",2001,"male",833
"Sweden",2002,"female",318
"Sweden",2002,"male",862
"Sweden",2003,"female",336
"Sweden",2003,"male",776
"Sweden",2004,"female",321
"Sweden",2004,"male",834
"Sweden",2005,"female",384
"Sweden",2005,"male",835
"Sweden",2006,"female",380
"Sweden",2006,"male",817
"Sweden",2007,"female",325
"Sweden",2007,"male",801
"Sweden",2008,"female",315
"Sweden",2008,"male",855
"Sweden",2009,"female",354
"Sweden",2009,"male",888
"Sweden",2010,"female",303
"Sweden",2010,"male",838
"Sweden",2011,"female",323
"Sweden",2011,"male",789
"Sweden",2012,"female",335
"Sweden",2012,"male",819
"Sweden",2013,"female",368
"Sweden",2013,"male",862
"Sweden",2014,"female",363
"Sweden",2014,"male",785
"Sweden",2015,"female",331
"Sweden",2015,"male",851
"Sweden",2016,"female",348
"Sweden",2016,"male",782
"Switzerland",1995,"female",401
"Switzerland",1995,"male",1018
"Switzerland",1996,"female",422
"Switzerland",1996,"male",1010
"Switzerland",1997,"female",378
"Switzerland",1997,"male",963
"Switzerland",1998,"female",362
"Switzerland",1998,"male",1009
"Switzerland",1999,"female",367
"Switzerland",1999,"male",929
"Switzerland",2000,"female",399
"Switzerland",2000,"male",981
"Switzerland",2001,"female",393
"Switzerland",2001,"male",945
"Switzerland",2002,"female",466
"Switzerland",2002,"male",980
"Switzerland",2003,"female",421
"Switzerland",2003,"male",848
"Switzerland",2004,"female",427
"Switzerland",2004,"male",857
"Switzerland",2005,"female",400
"Switzerland",2005,"male",899
"Switzerland",2006,"female",446
"Switzerland",2006,"male",863
"Switzerland",2007,"female",440
"Switzerland",2007,"male",920
"Switzerland",2008,"female",453
"Switzerland",2008,"male",861
"Switzerland",2009,"female",278
"Switzerland",2009,"male",827
"Switzerland",2010,"female",282
"Switzerland",2010,"male",724
"Switzerland",2011,"female",277
"Switzerland",2011,"male",757
"Switzerland",2012,"female",286
"Switzerland",2012,"male",752
"Switzerland",2013,"female",285
"Switzerland",2013,"male",786
"Switzerland",2014,"female",276
"Switzerland",2014,"male",756
"Switzerland",2015,"female",280
"Switzerland",2015,"male",793
"Thailand",1985,"female",1240
"Thailand",1985,"male",1742
"Thailand",1986,"female",1024
"Thailand",1986,"male",1774
"Thailand",1987,"female",1180
"Thailand",1987,"male",1855
"Thailand",1990,"female",1314
"Thailand",1990,"male",2439
"Thailand",1991,"female",1157
"Thailand",1991,"male",2402
"Thailand",1992,"female",1191
"Thailand",1992,"male",2359
"Thailand",1994,"female",695
"Thailand",1994,"male",1612
"Thailand",1995,"female",1145
"Thailand",1995,"male",3100
"Thailand",1996,"female",1143
"Thailand",1996,"male",3300
"Thailand",1997,"female",954
"Thailand",1997,"male",3196
"Thailand",1998,"female",1121
"Thailand",1998,"male",3842
"Thailand",1999,"female",1208
"Thailand",1999,"male",4068
"Thailand",2000,"female",1149
"Thailand",2000,"male",4033
"Thailand",2002,"female",1190
"Thailand",2002,"male",3712
"Thailand",2003,"female",1059
"Thailand",2003,"male",3425
"Thailand",2004,"female",1043
"Thailand",2004,"male",3253
"Thailand",2005,"female",907
"Thailand",2005,"male",3030
"Thailand",2006,"female",756
"Thailand",2006,"male",2852
"Thailand",2007,"female",811
"Thailand",2007,"male",2943
"Thailand",2008,"female",872
"Thailand",2008,"male",2906
"Thailand",2009,"female",861
"Thailand",2009,"male",2926
"Thailand",2010,"female",848
"Thailand",2010,"male",2913
"Thailand",2011,"female",888
"Thailand",2011,"male",2985
"Thailand",2012,"female",930
"Thailand",2012,"male",3055
"Thailand",2013,"female",856
"Thailand",2013,"male",3105
"Thailand",2014,"female",878
"Thailand",2014,"male",3074
"Thailand",2015,"female",839
"Thailand",2015,"male",3366
"Thailand",2016,"female",842
"Thailand",2016,"male",3275
"Trinidad and Tobago",1985,"female",5
"Trinidad and Tobago",1985,"male",24
"Trinidad and Tobago",1986,"female",35
"Trinidad and Tobago",1986,"male",69
"Trinidad and Tobago",1987,"female",27
"Trinidad and Tobago",1987,"male",92
"Trinidad and Tobago",1988,"female",46
"Trinidad and Tobago",1988,"male",118
"Trinidad and Tobago",1989,"female",41
"Trinidad and Tobago",1989,"male",132
"Trinidad and Tobago",1990,"female",45
"Trinidad and Tobago",1990,"male",125
"Trinidad and Tobago",1991,"female",30
"Trinidad and Tobago",1991,"male",118
"Trinidad and Tobago",1992,"female",26
"Trinidad and Tobago",1992,"male",137
"Trinidad and Tobago",1993,"female",26
"Trinidad and Tobago",1993,"male",148
"Trinidad and Tobago",1994,"female",30
"Trinidad and Tobago",1994,"male",118
"Trinidad and Tobago",1995,"female",39
"Trinidad and Tobago",1995,"male",145
"Trinidad and Tobago",1996,"female",35
"Trinidad and Tobago",1996,"male",111
"Trinidad and Tobago",1997,"female",31
"Trinidad and Tobago",1997,"male",129
"Trinidad and Tobago",1998,"female",30
"Trinidad and Tobago",1998,"male",141
"Trinidad and Tobago",1999,"female",30
"Trinidad and Tobago",1999,"male",109
"Trinidad and Tobago",2000,"female",32
"Trinidad and Tobago",2000,"male",134
"Trinidad and Tobago",2001,"female",38
"Trinidad and Tobago",2001,"male",141
"Trinidad and Tobago",2002,"female",27
"Trinidad and Tobago",2002,"male",129
"Trinidad and Tobago",2003,"female",35
"Trinidad and Tobago",2003,"male",109
"Trinidad and Tobago",2004,"female",25
"Trinidad and Tobago",2004,"male",143
"Trinidad and Tobago",2005,"female",26
"Trinidad and Tobago",2005,"male",110
"Trinidad and Tobago",2006,"female",26
"Trinidad and Tobago",2006,"male",115
"Trinidad and Tobago",2007,"female",20
"Trinidad and Tobago",2007,"male",111
"Trinidad and Tobago",2008,"female",36
"Trinidad and Tobago",2008,"male",163
"Trinidad and Tobago",2009,"female",21
"Trinidad and Tobago",2009,"male",107
"Trinidad and Tobago",2010,"female",31
"Trinidad and Tobago",2010,"male",129
"Trinidad and Tobago",2011,"female",27
"Trinidad and Tobago",2011,"male",112
"Turkey",2009,"female",249
"Turkey",2009,"male",801
"Turkey",2010,"female",376
"Turkey",2010,"male",1148
"Turkey",2011,"female",298
"Turkey",2011,"male",850
"Turkey",2012,"female",378
"Turkey",2012,"male",1072
"Turkey",2013,"female",463
"Turkey",2013,"male",1347
"Turkey",2014,"female",408
"Turkey",2014,"male",1209
"Turkey",2015,"female",397
"Turkey",2015,"male",1135
"Turkmenistan",1987,"female",97
"Turkmenistan",1987,"male",175
"Turkmenistan",1988,"female",84
"Turkmenistan",1988,"male",186
"Turkmenistan",1989,"female",82
"Turkmenistan",1989,"male",171
"Turkmenistan",1990,"female",82
"Turkmenistan",1990,"male",216
"Turkmenistan",1991,"female",87
"Turkmenistan",1991,"male",186
"Turkmenistan",1992,"female",80
"Turkmenistan",1992,"male",191
"Turkmenistan",1993,"female",67
"Turkmenistan",1993,"male",173
"Turkmenistan",1994,"female",69
"Turkmenistan",1994,"male",165
"Turkmenistan",1995,"female",52
"Turkmenistan",1995,"male",192
"Turkmenistan",1996,"female",53
"Turkmenistan",1996,"male",230
"Turkmenistan",1997,"female",72
"Turkmenistan",1997,"male",261
"Turkmenistan",1998,"female",83
"Turkmenistan",1998,"male",322
"Turkmenistan",1999,"female",100
"Turkmenistan",1999,"male",342
"Turkmenistan",2000,"female",76
"Turkmenistan",2000,"male",307
"Turkmenistan",2001,"female",78
"Turkmenistan",2001,"male",367
"Turkmenistan",2002,"female",80
"Turkmenistan",2002,"male",336
"Turkmenistan",2003,"female",82
"Turkmenistan",2003,"male",295
"Turkmenistan",2004,"female",93
"Turkmenistan",2004,"male",299
"Turkmenistan",2005,"female",94
"Turkmenistan",2005,"male",374
"Turkmenistan",2006,"female",114
"Turkmenistan",2006,"male",392
"Turkmenistan",2007,"female",85
"Turkmenistan",2007,"male",269
"Turkmenistan",2008,"female",114
"Turkmenistan",2008,"male",370
"Turkmenistan",2009,"female",40
"Turkmenistan",2009,"male",125
"Turkmenistan",2010,"female",47
"Turkmenistan",2010,"male",131
"Turkmenistan",2011,"female",39
"Turkmenistan",2011,"male",91
"Turkmenistan",2012,"female",33
"Turkmenistan",2012,"male",105
"Turkmenistan",2013,"female",28
"Turkmenistan",2013,"male",73
"Turkmenistan",2014,"female",44
"Turkmenistan",2014,"male",92
"Turkmenistan",2015,"female",41
"Turkmenistan",2015,"male",92
"Ukraine",1987,"female",2593
"Ukraine",1987,"male",7457
"Ukraine",1988,"female",2508
"Ukraine",1988,"male",7243
"Ukraine",1989,"female",2591
"Ukraine",1989,"male",8296
"Ukraine",1990,"female",2416
"Ukraine",1990,"male",8229
"Ukraine",1991,"female",2362
"Ukraine",1991,"male",8338
"Ukraine",1992,"female",2538
"Ukraine",1992,"male",9128
"Ukraine",1993,"female",2605
"Ukraine",1993,"male",9864
"Ukraine",1994,"female",2763
"Ukraine",1994,"male",11063
"Ukraine",1995,"female",2632
"Ukraine",1995,"male",11909
"Ukraine",1996,"female",2665
"Ukraine",1996,"male",12495
"Ukraine",1997,"female",2793
"Ukraine",1997,"male",12110
"Ukraine",1998,"female",2841
"Ukraine",1998,"male",11948
"Ukraine",1999,"female",2637
"Ukraine",1999,"male",11726
"Ukraine",2000,"female",2633
"Ukraine",2000,"male",11834
"Ukraine",2001,"female",2192
"Ukraine",2001,"male",10939
"Ukraine",2002,"female",2169
"Ukraine",2002,"male",10367
"Ukraine",2003,"female",2150
"Ukraine",2003,"male",10163
"Ukraine",2004,"female",1865
"Ukraine",2004,"male",9391
"Ukraine",2005,"female",1761
"Ukraine",2005,"male",8860
"Ukraine",2006,"female",1713
"Ukraine",2006,"male",8300
"Ukraine",2007,"female",1629
"Ukraine",2007,"male",8403
"Ukraine",2008,"female",1675
"Ukraine",2008,"male",7779
"Ukraine",2009,"female",1724
"Ukraine",2009,"male",7991
"Ukraine",2010,"female",1579
"Ukraine",2010,"male",7510
"Ukraine",2011,"female",1664
"Ukraine",2011,"male",7309
"Ukraine",2012,"female",1697
"Ukraine",2012,"male",7361
"Ukraine",2014,"female",1556
"Ukraine",2014,"male",6412
"Ukraine",2015,"female",1426
"Ukraine",2015,"male",6148
"United Arab Emirates",2005,"female",16
"United Arab Emirates",2005,"male",80
"United Arab Emirates",2006,"female",14
"United Arab Emirates",2006,"male",76
"United Arab Emirates",2007,"female",13
"United Arab Emirates",2007,"male",88
"United Arab Emirates",2008,"female",18
"United Arab Emirates",2008,"male",82
"United Arab Emirates",2009,"female",15
"United Arab Emirates",2009,"male",109
"United Arab Emirates",2010,"female",22
"United Arab Emirates",2010,"male",89
"United Kingdom",1985,"female",1684
"United Kingdom",1985,"male",3421
"United Kingdom",1986,"female",1448
"United Kingdom",1986,"male",3391
"United Kingdom",1987,"female",1331
"United Kingdom",1987,"male",3263
"United Kingdom",1988,"female",1360
"United Kingdom",1988,"male",3611
"United Kingdom",1989,"female",1127
"United Kingdom",1989,"male",3234
"United Kingdom",1990,"female",1119
"United Kingdom",1990,"male",3524
"United Kingdom",1991,"female",1053
"United Kingdom",1991,"male",3494
"United Kingdom",1992,"female",1071
"United Kingdom",1992,"male",3557
"United Kingdom",1993,"female",1029
"United Kingdom",1993,"male",3433
"United Kingdom",1994,"female",990
"United Kingdom",1994,"male",3390
"United Kingdom",1995,"female",961
"United Kingdom",1995,"male",3354
"United Kingdom",1996,"female",980
"United Kingdom",1996,"male",3185
"United Kingdom",1997,"female",946
"United Kingdom",1997,"male",3197
"United Kingdom",1998,"female",982
"United Kingdom",1998,"male",3407
"United Kingdom",1999,"female",1005
"United Kingdom",1999,"male",3443
"United Kingdom",2000,"female",979
"United Kingdom",2000,"male",3311
"United Kingdom",2001,"female",929
"United Kingdom",2001,"male",3199
"United Kingdom",2002,"female",953
"United Kingdom",2002,"male",3164
"United Kingdom",2003,"female",929
"United Kingdom",2003,"male",3050
"United Kingdom",2004,"female",1021
"United Kingdom",2004,"male",3162
"United Kingdom",2005,"female",993
"United Kingdom",2005,"male",3054
"United Kingdom",2006,"female",936
"United Kingdom",2006,"male",3186
"United Kingdom",2007,"female",872
"United Kingdom",2007,"male",3025
"United Kingdom",2008,"female",959
"United Kingdom",2008,"male",3300
"United Kingdom",2009,"female",933
"United Kingdom",2009,"male",3313
"United Kingdom",2010,"female",963
"United Kingdom",2010,"male",3225
"United Kingdom",2011,"female",960
"United Kingdom",2011,"male",3433
"United Kingdom",2012,"female",932
"United Kingdom",2012,"male",3512
"United Kingdom",2013,"female",993
"United Kingdom",2013,"male",3831
"United Kingdom",2014,"female",1071
"United Kingdom",2014,"male",3717
"United Kingdom",2015,"female",1178
"United Kingdom",2015,"male",3732
"United States",1985,"female",6308
"United States",1985,"male",23138
"United States",1986,"female",6677
"United States",1986,"male",24215
"United States",1987,"female",6522
"United States",1987,"male",24261
"United States",1988,"female",6327
"United States",1988,"male",24061
"United States",1989,"female",6128
"United States",1989,"male",24090
"United States",1990,"female",6179
"United States",1990,"male",24716
"United States",1991,"female",6038
"United States",1991,"male",24752
"United States",1992,"female",6023
"United States",1992,"male",24448
"United States",1993,"female",6092
"United States",1993,"male",24992
"United States",1994,"female",5966
"United States",1994,"male",25157
"United States",1995,"female",5914
"United States",1995,"male",25358
"United States",1996,"female",5899
"United States",1996,"male",24980
"United States",1997,"female",6041
"United States",1997,"male",24476
"United States",1998,"female",6037
"United States",1998,"male",24521
"United States",1999,"female",5741
"United States",1999,"male",23442
"United States",2000,"female",5732
"United States",2000,"male",23611
"United States",2001,"female",5949
"United States",2001,"male",24658
"United States",2002,"female",6246
"United States",2002,"male",25399
"United States",2003,"female",6281
"United States",2003,"male",25196
"United States",2004,"female",6873
"United States",2004,"male",25555
"United States",2005,"female",6729
"United States",2005,"male",25900
"United States",2006,"female",6992
"United States",2006,"male",26300
"United States",2007,"female",7329
"United States",2007,"male",27267
"United States",2008,"female",7583
"United States",2008,"male",28447
"United States",2009,"female",7821
"United States",2009,"male",29079
"United States",2010,"female",8087
"United States",2010,"male",30275
"United States",2011,"female",8512
"United States",2011,"male",30996
"United States",2012,"female",8819
"United States",2012,"male",31777
"United States",2013,"female",9094
"United States",2013,"male",32049
"United States",2014,"female",9659
"United States",2014,"male",33110
"United States",2015,"female",10199
"United States",2015,"male",33990
"Uruguay",1985,"female",51
"Uruguay",1985,"male",236
"Uruguay",1986,"female",57
"Uruguay",1986,"male",205
"Uruguay",1987,"female",66
"Uruguay",1987,"male",192
"Uruguay",1988,"female",56
"Uruguay",1988,"male",212
"Uruguay",1989,"female",68
"Uruguay",1989,"male",276
"Uruguay",1990,"female",66
"Uruguay",1990,"male",249
"Uruguay",1993,"female",99
"Uruguay",1993,"male",319
"Uruguay",1994,"female",78
"Uruguay",1994,"male",328
"Uruguay",1995,"female",103
"Uruguay",1995,"male",324
"Uruguay",1996,"female",86
"Uruguay",1996,"male",307
"Uruguay",1997,"female",90
"Uruguay",1997,"male",366
"Uruguay",1998,"female",106
"Uruguay",1998,"male",415
"Uruguay",1999,"female",84
"Uruguay",1999,"male",366
"Uruguay",2000,"female",94
"Uruguay",2000,"male",461
"Uruguay",2001,"female",109
"Uruguay",2001,"male",390
"Uruguay",2002,"female",141
"Uruguay",2002,"male",534
"Uruguay",2003,"female",123
"Uruguay",2003,"male",412
"Uruguay",2004,"female",108
"Uruguay",2004,"male",412
"Uruguay",2005,"female",115
"Uruguay",2005,"male",383
"Uruguay",2006,"female",136
"Uruguay",2006,"male",392
"Uruguay",2007,"female",135
"Uruguay",2007,"male",441
"Uruguay",2008,"female",112
"Uruguay",2008,"male",411
"Uruguay",2009,"female",103
"Uruguay",2009,"male",408
"Uruguay",2010,"female",126
"Uruguay",2010,"male",421
"Uruguay",2012,"female",123
"Uruguay",2012,"male",476
"Uruguay",2013,"female",123
"Uruguay",2013,"male",423
"Uruguay",2014,"female",131
"Uruguay",2014,"male",460
"Uruguay",2015,"female",131
"Uruguay",2015,"male",499
"Uzbekistan",1990,"female",451
"Uzbekistan",1990,"male",1008
"Uzbekistan",1991,"female",354
"Uzbekistan",1991,"male",1039
"Uzbekistan",1992,"female",348
"Uzbekistan",1992,"male",996
"Uzbekistan",1993,"female",350
"Uzbekistan",1993,"male",1005
"Uzbekistan",1994,"female",342
"Uzbekistan",1994,"male",1077
"Uzbekistan",1995,"female",331
"Uzbekistan",1995,"male",1154
"Uzbekistan",1996,"female",367
"Uzbekistan",1996,"male",1332
"Uzbekistan",1997,"female",348
"Uzbekistan",1997,"male",1206
"Uzbekistan",1998,"female",368
"Uzbekistan",1998,"male",1252
"Uzbekistan",1999,"female",420
"Uzbekistan",1999,"male",1375
"Uzbekistan",2000,"female",464
"Uzbekistan",2000,"male",1455
"Uzbekistan",2001,"female",452
"Uzbekistan",2001,"male",1462
"Uzbekistan",2002,"female",399
"Uzbekistan",2002,"male",1177
"Uzbekistan",2003,"female",379
"Uzbekistan",2003,"male",1037
"Uzbekistan",2004,"female",308
"Uzbekistan",2004,"male",943
"Uzbekistan",2005,"female",300
"Uzbekistan",2005,"male",921
"Uzbekistan",2009,"female",376
"Uzbekistan",2009,"male",1023
"Uzbekistan",2010,"female",453
"Uzbekistan",2010,"male",1011
"Uzbekistan",2011,"female",517
"Uzbekistan",2011,"male",1123
"Uzbekistan",2012,"female",615
"Uzbekistan",2012,"male",1220
"Uzbekistan",2013,"female",628
"Uzbekistan",2013,"male",1322
"Uzbekistan",2014,"female",690
"Uzbekistan",2014,"male",1405
